   x,    x,    x,      0,      0
  -3,    3,   -1,   2278,  -3404
  -3,   -6,  -66,   3919,   1192
  -6,    1,  -22,      3,   4096
   0,   -3,   48,  -3921,   1186
  -7,   -3,   48,  -2278,  -3404
   0,    0,  -36,   2596,  -3168
  -5,   -7,  -61,   3785,   1565
  -3,    1,   18,   -398,   4077
   0,   -6,   63,  -4018,    796
  -6,   -2,    9,  -1934,  -3611
   3,   -4,  -62,   2899,  -2894
  -5,   -6,  -35,   3614,   1928
   2,   -1,   42,   -796,   4018
  -1,   -8,   51,  -4076,    405
  -1,    0,  -29,  -1570,  -3783
   4,   -7,  -62,   3168,  -2596
  -3,   -3,    2,   3404,   2278
   5,   -2,   56,  -1186,   3921
  -1,   -6,   18,  -4096,      3
   4,    0,  -51,  -1192,  -3919
   3,   -7,  -45,   3404,  -2278
   0,    0,   30,   3164,   2601
   6,   -4,   51,  -1565,   3785
  -1,   -2,  -22,  -4077,   -398
   6,    0,  -74,   -796,  -4018
   2,   -5,  -16,   3611,  -1934
   3,    2,   60,   2899,   2894
   5,   -4,   32,  -1934,   3611
   1,    3,  -38,  -4018,   -796
   9,   -1,  -51,   -405,  -4076
   0,   -2,   21,   3783,  -1570
   7,    4,   59,   2601,   3164
   3,   -3,   -6,  -2273,   3407
   2,    4,  -73,  -3919,  -1192
   6,   -1,  -29,     -3,  -4096
   0,    3,   50,   3919,  -1192
   7,    3,   47,   2278,   3404
   0,    1,  -35,  -2601,   3164
   5,    8,  -60,  -3783,  -1570
   3,   -1,   14,    405,  -4076
   0,    6,   64,   4018,   -796
   6,    2,    4,   1928,   3614
  -2,    4,  -51,  -2899,   2894
   5,    6,  -34,  -3614,  -1928
  -2,    1,   46,    802,  -4017
   1,    8,   50,   4076,   -405
   0,    0,  -22,   1570,   3783
  -3,    6,  -58,  -3168,   2596
   3,    3,   -2,  -3407,  -2273
  -5,    3,   62,   1186,  -3921
   1,    6,   26,   4096,      3
  -3,    0,  -58,   1186,   3921
  -3,    7,  -46,  -3407,   2273
   0,    0,   34,  -3168,  -2596
  -6,    4,   62,   1570,  -3783
   1,    3,  -14,   4077,    398
  -7,    0,  -60,    796,   4018
  -2,    6,  -23,  -3611,   1934
  -4,   -2,   56,  -2894,  -2899
  -6,    5,   34,   1928,  -3614
  -1,   -2,  -42,   4017,    802
  -7,    1,  -55,    398,   4077
  -1,    3,   27,  -3785,   1565
  -6,   -3,   57,  -2601,  -3164
  -3,    3,   -3,   2273,  -3407
  -2,   -5,  -54,   3919,   1192
  -7,    1,  -24,     -3,   4096
   0,   -3,   54,  -3919,   1192
  -7,   -3,   48,  -2278,  -3404
   0,    0,  -37,   2596,  -3168
  -4,   -6,  -55,   3785,   1565
  -3,    1,   10,   -398,   4077
   0,   -7,   61,  -4017,    802
  -6,   -2,   10,  -1928,  -3614
   3,   -4,  -62,   2899,  -2894
  -4,   -5,  -33,   3611,   1934
   1,    0,   40,   -796,   4018
  -1,   -8,   51,  -4077,    398
  -1,    0,  -30,  -1570,  -3783
   4,   -7,  -65,   3164,  -2601
  -3,   -3,   -1,   3404,   2278
   4,   -2,   62,  -1192,   3919
  -1,   -6,   27,  -4096,     -3
   4,    0,  -54,  -1192,  -3919
   3,   -8,  -41,   3404,  -2278
   0,    0,   30,   3168,   2596
   6,   -4,   56,  -1565,   3785
  -1,   -3,  -11,  -4076,   -405
   7,    0,  -65,   -796,  -4018
   1,   -5,   -7,   3614,  -1928
   3,    2,   57,   2899,   2894
   5,   -4,   35,  -1928,   3614
   1,    1,  -50,  -4018,   -796
   8,   -1,  -42,   -398,  -4077
   0,   -1,   21,   3785,  -1565
   6,    3,   67,   2596,   3168
   3,   -3,   -2,  -2278,   3404
   3,    6,  -63,  -3919,  -1192
   5,   -1,  -31,     -3,  -4096
   0,    3,   48,   3919,  -1192
   8,    3,   46,   2273,   3407
   0,    0,  -39,  -2596,   3168
   4,    7,  -55,  -3785,  -1565
   4,   -1,   11,    405,  -4076
   0,    6,   68,   4017,   -802
   6,    2,    8,   1928,   3614
  -3,    4,  -59,  -2899,   2894
   4,    5,  -31,  -3611,  -1934
  -1,    1,   46,    802,  -4017
   1,    8,   49,   4077,   -398
   1,    0,  -22,   1565,   3785
  -3,    7,  -62,  -3168,   2596
   3,    3,    2,  -3404,  -2278
  -5,    3,   67,   1192,  -3919
   1,    6,   27,   4096,      3
  -3,    0,  -61,   1192,   3919
  -3,    7,  -44,  -3407,   2273
   0,    0,   39,  -3168,  -2596
  -7,    5,   60,   1565,  -3785
   1,    3,  -13,   4076,    405
  -8,    0,  -62,    796,   4018
  -2,    5,   -6,  -3611,   1934
  -4,   -3,   63,  -2894,  -2899
  -6,    5,   30,   1934,  -3611
  -1,   -2,  -36,   4018,    796
  -8,    1,  -49,    398,   4077
   0,    1,   29,  -3783,   1570
  -7,   -4,   64,  -2601,  -3164
  -3,    3,   -2,   2273,  -3407
  -2,   -4,  -60,   3921,   1186
  -6,    1,  -25,     -3,   4096
   0,   -4,   52,  -3921,   1186
  -7,   -3,   41,  -2278,  -3404
   0,    0,  -42,   2601,  -3164
  -4,   -6,  -63,   3785,   1565
  -3,    1,   11,   -405,   4076
   0,   -6,   65,  -4017,    802
  -5,   -1,   12,  -1928,  -3614
   3,   -4,  -56,   2899,  -2894
  -5,   -6,  -31,   3611,   1934
   1,   -1,   48,   -802,   4017
  -1,   -8,   48,  -4077,    398
  -1,    0,  -25,  -1565,  -3785
   3,   -6,  -61,   3168,  -2596
  -3,   -3,    1,   3407,   2273
   5,   -3,   58,  -1192,   3919
  -1,   -6,   25,  -4096,     -3
   3,    0,  -54,  -1186,  -3921
   3,   -7,  -41,   3404,  -2278
   0,    0,   33,   3164,   2601
   6,   -4,   52,  -1570,   3783
  -1,   -3,  -13,  -4077,   -398
   7,    0,  -64,   -802,  -4017
   1,   -5,  -10,   3611,  -1934
   3,    2,   66,   2894,   2899
   5,   -4,   42,  -1934,   3611
   1,    2,  -42,  -4017,   -802
   8,   -1,  -56,   -398,  -4077
   0,   -1,   15,   3783,  -1570
   7,    4,   60,   2601,   3164
   4,   -4,   -7,  -2278,   3404
   2,    5,  -60,  -3921,  -1186
   7,   -1,  -32,     -3,  -4096
   0,    2,   56,   3921,  -1186
   7,    3,   45,   2278,   3404
  -1,    1,  -35,  -2601,   3164
   4,    6,  -61,  -3783,  -1570
   4,   -1,   17,    405,  -4076
   0,    7,   63,   4017,   -802
   5,    2,   16,   1928,   3614
  -2,    4,  -56,  -2899,   2894
   5,    6,  -34,  -3614,  -1928
  -2,    1,   50,    802,  -4017
   1,    8,   59,   4077,   -398
   2,    0,  -26,   1565,   3785
  -3,    6,  -63,  -3164,   2601
   3,    3,   -3,  -3407,  -2273
  -6,    3,   58,   1186,  -3921
   1,    7,   32,   4096,     -3
  -3,    0,  -52,   1186,   3921
  -3,    7,  -50,  -3407,   2273
   0,    0,   39,  -3164,  -2601
  -6,    4,   66,   1565,  -3785
   1,    4,  -13,   4076,    405
  -6,    0,  -67,    802,   4017
  -2,    6,  -14,  -3614,   1928
  -4,   -3,   59,  -2894,  -2899
  -6,    5,   34,   1934,  -3611
  -1,   -2,  -45,   4018,    796
  -8,    1,  -56,    398,   4077
   0,    2,   21,  -3783,   1570
  -7,   -3,   66,  -2596,  -3168
  -3,    3,   -5,   2278,  -3404
  -3,   -5,  -61,   3921,   1186
  -7,    1,  -27,     -3,   4096
   0,   -3,   56,  -3921,   1186
  -8,   -3,   40,  -2278,  -3404
   0,    0,  -40,   2601,  -3164
  -4,   -6,  -59,   3783,   1570
  -3,    1,   13,   -405,   4076
   0,   -7,   72,  -4018,    796
  -5,   -1,    9,  -1928,  -3614
   3,   -4,  -71,   2899,  -2894
  -5,   -6,  -40,   3611,   1934
   2,   -1,   51,   -796,   4018
  -1,   -9,   54,  -4076,    405
  -1,    0,  -27,  -1570,  -3783
   4,   -8,  -60,   3168,  -2596
  -4,   -4,    5,   3404,   2278
   6,   -3,   59,  -1192,   3919
  -1,   -7,   30,  -4096,      3
   3,    0,  -53,  -1186,  -3921
   3,   -7,  -37,   3407,  -2273
   0,    0,   50,   3164,   2601
   6,   -4,   54,  -1565,   3785
  -1,   -4,  -19,  -4076,   -405
   7,    0,  -70,   -796,  -4018
   1,   -4,   -6,   3611,  -1934
   5,    3,   60,   2899,   2894
   5,   -4,   38,  -1934,   3611
   1,    2,  -44,  -4018,   -796
   9,   -1,  -50,   -398,  -4077
   0,   -1,   23,   3783,  -1570
   7,    4,   56,   2601,   3164
   3,   -3,   -5,  -2278,   3404
   3,    5,  -66,  -3921,  -1186
   6,   -1,  -22,      3,  -4096
   0,    3,   49,   3921,  -1186
   6,    3,   46,   2273,   3407
   0,    0,  -31,  -2601,   3164
   5,    7,  -59,  -3785,  -1565
   3,   -1,   14,    405,  -4076
   0,    6,   67,   4018,   -796
   6,    2,   15,   1928,   3614
  -2,    3,  -63,  -2899,   2894
   5,    6,  -43,  -3614,  -1928
  -2,    1,   46,    802,  -4017
   1,    8,   50,   4076,   -405
   2,    0,  -25,   1565,   3785
  -4,    7,  -66,  -3164,   2601
   4,    4,    8,  -3404,  -2278
  -5,    3,   58,   1186,  -3921
   1,    6,   31,   4096,     -3
  -3,    0,  -57,   1186,   3921
  -3,    8,  -38,  -3404,   2278
  -1,   -1,   43,  -3164,  -2601
  -6,    4,   54,   1570,  -3783
   1,    4,   -7,   4076,    405
  -7,    0,  -55,    796,   4018
  -1,    5,    0,  -3614,   1928
  -4,   -3,   57,  -2894,  -2899
  -5,    4,   36,   1928,  -3614
   0,   -1,  -41,   4017,    802
  -7,    1,  -55,    405,   4076
   0,    0,   18,  -3785,   1565
  -6,   -3,   65,  -2596,  -3168
  -3,    3,   -5,   2273,  -3407
  -2,   -5,  -69,   3921,   1186
  -7,    1,  -33,      3,   4096
   0,   -2,   58,  -3919,   1192
  -8,   -3,   44,  -2273,  -3407
   0,    0,  -35,   2601,  -3164
  -5,   -7,  -61,   3785,   1565
  -4,    1,   10,   -398,   4077
   0,   -7,   65,  -4018,    796
  -5,   -2,   11,  -1928,  -3614
   2,   -4,  -57,   2894,  -2899
  -5,   -6,  -37,   3614,   1928
   1,    0,   46,   -802,   4017
  -1,   -8,   62,  -4077,    398
  -1,    0,  -23,  -1565,  -3785
   3,   -6,  -69,   3168,  -2596
  -3,   -3,    2,   3404,   2278
   5,   -3,   63,  -1192,   3919
  -2,   -8,   28,  -4096,     -3
   3,    0,  -49,  -1186,  -3921
   3,   -8,  -43,   3404,  -2278
   0,    0,   36,   3168,   2596
   7,   -4,   61,  -1570,   3783
  -1,   -3,  -15,  -4076,   -405
   6,    0,  -64,   -802,  -4017
   2,   -5,   -9,   3614,  -1928
   4,    3,   58,   2899,   2894
   6,   -5,   37,  -1928,   3614
   1,    2,  -43,  -4018,   -796
   8,   -1,  -56,   -405,  -4076
   0,   -1,   28,   3783,  -1570
   6,    3,   60,   2596,   3168
   3,   -3,    5,  -2273,   3407
   3,    5,  -63,  -3919,  -1192
   7,   -1,  -16,     -3,  -4096
   0,    3,   49,   3919,  -1192
   7,    3,   52,   2273,   3407
   0,    0,  -41,  -2601,   3164
   4,    7,  -60,  -3783,  -1570
   2,   -1,    5,    405,  -4076
   0,    6,   58,   4018,   -796
   6,    2,   22,   1934,   3611
  -3,    4,  -65,  -2899,   2894
   5,    6,  -40,  -3611,  -1934
  -1,    0,   37,    802,  -4017
   1,    7,   55,   4077,   -398
   3,    1,  -21,   1570,   3783
  -4,    7,  -70,  -3164,   2601
   4,    4,   11,  -3407,  -2273
  -4,    2,   68,   1192,  -3919
   1,    7,   20,   4096,      3
  -3,    0,  -58,   1192,   3919
  -3,    8,  -47,  -3404,   2278
  -1,   -1,   35,  -3164,  -2601
  -7,    5,   66,   1565,  -3785
   1,    2,   -8,   4076,    405
  -7,    0,  -71,    796,   4018
  -2,    6,  -14,  -3614,   1928
  -4,   -2,   59,  -2894,  -2899
  -6,    5,   34,   1928,  -3614
   0,   -1,  -51,   4018,    796
  -9,    1,  -57,    398,   4077
   0,    2,   31,  -3783,   1570
  -7,   -3,   66,  -2596,  -3168
  -3,    3,    6,   2273,  -3407
  -3,   -6,  -66,   3919,   1192
  -7,    1,  -24,     -3,   4096
   0,   -4,   50,  -3919,   1192
  -8,   -3,   40,  -2273,  -3407
   0,    1,  -43,   2601,  -3164
  -5,   -7,  -65,   3783,   1570
  -3,    1,    9,   -405,   4076
   0,   -6,   65,  -4018,    796
  -5,   -1,    6,  -1934,  -3611
   3,   -4,  -65,   2894,  -2899
  -5,   -6,  -34,   3611,   1934
   1,    0,   47,   -796,   4018
  -1,   -8,   56,  -4076,    405
  -1,    0,  -29,  -1570,  -3783
   4,   -7,  -63,   3164,  -2601
  -3,   -3,   -1,   3407,   2273
   5,   -3,   70,  -1192,   3919
  -1,   -7,   28,  -4096,      3
   4,    0,  -50,  -1192,  -3919
   3,   -7,  -44,   3404,  -2278
   0,    0,   43,   3164,   2601
   7,   -5,   64,  -1565,   3785
  -1,   -3,  -11,  -4076,   -405
   6,    0,  -68,   -802,  -4017
   2,   -5,   -7,   3611,  -1934
   4,    3,   55,   2894,   2899
   6,   -5,   34,  -1928,   3614
   1,    1,  -46,  -4017,   -802
   8,   -1,  -50,   -405,  -4076
   0,   -1,   31,   3785,  -1565
   6,    3,   61,   2596,   3168
   3,   -3,   -2,  -2278,   3404
   3,    5,  -68,  -3921,  -1186
   6,   -1,  -22,      3,  -4096
   0,    4,   45,   3921,  -1186
   7,    3,   37,   2278,   3404
   0,    0,  -39,  -2601,   3164
   5,    7,  -60,  -3783,  -1570
   3,   -1,   13,    398,  -4077
   0,    6,   64,   4018,   -796
   4,    1,   19,   1928,   3614
  -3,    4,  -60,  -2894,   2899
   5,    6,  -37,  -3611,  -1934
  -2,    1,   46,    796,  -4018
   1,    8,   58,   4077,   -398
   2,    0,  -26,   1565,   3785
  -4,    7,  -59,  -3168,   2596
   3,    3,   -1,  -3407,  -2273
  -5,    3,   57,   1192,  -3919
   1,    7,   23,   4096,     -3
  -3,    0,  -49,   1186,   3921
  -3,    7,  -47,  -3404,   2278
   0,    0,   34,  -3164,  -2601
  -6,    4,   60,   1570,  -3783
   1,    3,   -9,   4077,    398
  -6,    0,  -63,    796,   4018
  -2,    6,  -13,  -3611,   1934
  -4,   -2,   55,  -2894,  -2899
  -6,    5,   34,   1934,  -3611
   0,   -1,  -56,   4018,    796
  -8,    1,  -56,    405,   4076
   0,    2,   28,  -3785,   1565
  -6,   -3,   62,  -2596,  -3168
  -3,    3,   -5,   2273,  -3407
  -3,   -6,  -59,   3921,   1186
  -7,    1,  -23,      3,   4096
   0,   -3,   52,  -3919,   1192
  -7,   -3,   51,  -2278,  -3404
   0,    0,  -41,   2601,  -3164
  -4,   -6,  -55,   3785,   1565
  -3,    1,    6,   -405,   4076
   0,   -6,   64,  -4017,    802
  -6,   -2,   17,  -1928,  -3614
   3,   -4,  -57,   2894,  -2899
  -4,   -5,  -28,   3611,   1934
   1,    0,   44,   -796,   4018
  -1,   -8,   62,  -4076,    405
  -2,    0,  -22,  -1570,  -3783
   3,   -6,  -64,   3168,  -2596
  -2,   -2,    3,   3407,   2273
   5,   -3,   62,  -1186,   3921
  -2,   -8,   29,  -4096,      3
   3,    0,  -54,  -1186,  -3921
   3,   -7,  -47,   3404,  -2278
   0,    0,   38,   3168,   2596
   6,   -4,   63,  -1565,   3785
  -1,   -3,  -20,  -4077,   -398
   7,    0,  -62,   -796,  -4018
   2,   -6,  -11,   3614,  -1928
   4,    3,   58,   2894,   2899
   6,   -5,   35,  -1928,   3614
   1,    2,  -55,  -4017,   -802
   8,   -1,  -59,   -398,  -4077
   0,   -1,   34,   3785,  -1565
   6,    3,   69,   2601,   3164
   3,   -3,    0,  -2273,   3407
   3,    6,  -65,  -3921,  -1186
   7,   -1,  -25,      3,  -4096
   0,    4,   55,   3921,  -1186
   8,    3,   44,   2278,   3404
   0,    0,  -37,  -2596,   3168
   5,    7,  -54,  -3785,  -1565
   3,   -1,   11,    398,  -4077
   0,    7,   67,   4018,   -796
   5,    2,   16,   1934,   3611
  -3,    4,  -61,  -2899,   2894
   4,    5,  -36,  -3611,  -1934
  -1,    1,   42,    802,  -4017
   1,    8,   47,   4077,   -398
   2,    0,  -19,   1570,   3783
  -4,    7,  -60,  -3164,   2601
   3,    3,   -1,  -3404,  -2278
  -5,    2,   69,   1186,  -3921
   1,    6,   19,   4096,      3
  -2,    0,  -60,   1192,   3919
  -3,    7,  -46,  -3404,   2278
   0,    0,   39,  -3168,  -2596
  -7,    5,   60,   1570,  -3783
   1,    2,  -11,   4077,    398
  -8,    0,  -64,    796,   4018
  -2,    6,  -22,  -3614,   1928
  -4,   -3,   62,  -2894,  -2899
  -6,    5,   39,   1934,  -3611
  -1,   -1,  -41,   4017,    802
  -8,    1,  -46,    398,   4077
  -1,    3,   22,  -3783,   1570
  -7,   -4,   62,  -2601,  -3164
  -3,    3,   -3,   2278,  -3404
  -2,   -5,  -58,   3921,   1186
  -6,    1,  -27,      3,   4096
   0,   -3,   49,  -3921,   1186
  -7,   -3,   43,  -2273,  -3407
   0,    0,  -33,   2601,  -3164
  -4,   -6,  -56,   3785,   1565
  -3,    1,    8,   -398,   4077
   0,   -6,   68,  -4017,    802
  -5,   -2,   12,  -1928,  -3614
   2,   -3,  -74,   2894,  -2899
  -4,   -5,  -42,   3611,   1934
   1,    0,   43,   -796,   4018
  -1,   -8,   55,  -4077,    398
  -1,    0,  -16,  -1570,  -3783
   4,   -8,  -64,   3164,  -2601
  -4,   -4,   -8,   3407,   2273
   5,   -3,   55,  -1186,   3921
  -1,   -7,   20,  -4096,      3
   2,    0,  -58,  -1186,  -3921
   3,   -7,  -51,   3407,  -2273
  -1,   -1,   39,   3168,   2596
   6,   -4,   58,  -1570,   3783
  -1,   -2,  -11,  -4076,   -405
   7,    0,  -61,   -802,  -4017
   2,   -6,   -7,   3611,  -1934
   4,    3,   55,   2894,   2899
   6,   -5,   35,  -1928,   3614
   1,    1,  -43,  -4017,   -802
   8,   -1,  -53,   -398,  -4077
   0,   -1,   21,   3783,  -1570
   6,    3,   55,   2596,   3168
   3,   -3,    1,  -2278,   3404
   3,    5,  -70,  -3921,  -1186
   6,   -1,  -28,     -3,  -4096
   0,    3,   60,   3921,  -1186
   6,    3,   49,   2278,   3404
   0,    0,  -36,  -2601,   3164
   5,    7,  -65,  -3783,  -1570
   3,   -1,   12,    405,  -4076
   0,    8,   55,   4018,   -796
   6,    2,   12,   1934,   3611
  -3,    4,  -57,  -2894,   2899
   5,    6,  -33,  -3614,  -1928
  -1,    1,   51,    796,  -4018
   1,    7,   53,   4076,   -405
   1,    0,  -30,   1565,   3785
  -3,    6,  -57,  -3164,   2601
   3,    3,    3,  -3404,  -2278
  -6,    3,   54,   1186,  -3921
   1,    6,   28,   4096,      3
  -4,    0,  -53,   1192,   3919
  -3,    7,  -45,  -3407,   2273
   0,    0,   31,  -3168,  -2596
  -6,    4,   64,   1570,  -3783
   1,    3,   -5,   4076,    405
  -7,    0,  -65,    802,   4017
  -2,    5,  -19,  -3611,   1934
  -3,   -2,   53,  -2899,  -2894
  -6,    5,   34,   1928,  -3614
   0,   -1,  -43,   4017,    802
  -8,    1,  -55,    405,   4076
   0,    2,   22,  -3785,   1565
  -6,   -3,   66,  -2596,  -3168
  -3,    3,   -5,   2278,  -3404
  -3,   -5,  -63,   3921,   1186
  -7,    1,  -30,      3,   4096
   0,   -3,   52,  -3921,   1186
  -8,   -3,   41,  -2273,  -3407
   0,    0,  -40,   2596,  -3168
  -4,   -7,  -56,   3785,   1565
  -4,    1,   11,   -398,   4077
   0,   -6,   64,  -4017,    802
  -5,   -1,   23,  -1928,  -3614
   3,   -4,  -58,   2899,  -2894
  -4,   -5,  -42,   3611,   1934
   1,   -1,   50,   -796,   4018
  -1,   -8,   57,  -4077,    398
  -3,   -1,  -34,  -1570,  -3783
   3,   -6,  -65,   3168,  -2596
  -4,   -4,    1,   3407,   2273
   6,   -3,   64,  -1192,   3919
  -1,   -7,   22,  -4096,      3
   4,    0,  -49,  -1186,  -3921
   3,   -8,  -50,   3407,  -2273
   0,    0,   38,   3164,   2601
   7,   -4,   62,  -1570,   3783
  -1,   -3,  -17,  -4077,   -398
   6,    0,  -63,   -802,  -4017
   2,   -6,  -17,   3614,  -1928
   4,    3,   50,   2899,   2894
   6,   -5,   33,  -1928,   3614
   1,    2,  -55,  -4018,   -796
   8,   -1,  -57,   -405,  -4076
   0,   -2,   17,   3785,  -1565
   6,    3,   58,   2601,   3164
   3,   -3,    5,  -2273,   3407
   3,    6,  -67,  -3921,  -1186
   7,   -1,  -26,      3,  -4096
   0,    2,   60,   3919,  -1192
   7,    3,   48,   2273,   3407
   0,    0,  -31,  -2601,   3164
   5,    7,  -53,  -3783,  -1570
   3,   -1,   15,    405,  -4076
   0,    8,   68,   4018,   -796
   6,    2,   20,   1928,   3614
  -2,    3,  -50,  -2899,   2894
   4,    5,  -39,  -3614,  -1928
  -2,    1,   47,    802,  -4017
   1,    8,   47,   4076,   -405
   2,    0,  -26,   1565,   3785
  -3,    6,  -63,  -3168,   2596
   3,    3,    5,  -3404,  -2278
  -5,    3,   65,   1192,  -3919
   1,    6,   30,   4096,      3
  -3,    0,  -55,   1192,   3919
  -3,    7,  -41,  -3404,   2278
   0,    0,   37,  -3168,  -2596
  -7,    5,   61,   1570,  -3783
   1,    4,   -8,   4077,    398
  -7,    0,  -61,    802,   4017
  -1,    5,  -14,  -3611,   1934
  -4,   -3,   65,  -2894,  -2899
  -6,    5,   34,   1934,  -3611
   0,   -1,  -45,   4017,    802
  -8,    1,  -56,    405,   4076
   0,    2,   12,  -3785,   1565
  -7,   -4,   65,  -2596,  -3168
  -3,    3,    3,   2278,  -3404
  -3,   -5,  -66,   3921,   1186
  -7,    1,  -26,      3,   4096
   0,   -1,   58,  -3921,   1186
  -8,   -3,   50,  -2278,  -3404
   0,    0,  -39,   2601,  -3164
  -5,   -7,  -62,   3785,   1565
  -3,    1,   11,   -405,   4076
   0,   -7,   68,  -4018,    796
  -6,   -2,   15,  -1934,  -3611
   3,   -4,  -57,   2899,  -2894
  -5,   -6,  -42,   3611,   1934
   1,   -1,   52,   -796,   4018
  -1,   -8,   54,  -4077,    398
  -2,    0,  -14,  -1570,  -3783
   3,   -6,  -70,   3168,  -2596
  -4,   -4,    3,   3407,   2273
   6,   -3,   59,  -1192,   3919
  -1,   -7,   27,  -4096,      3
   2,    0,  -61,  -1192,  -3919
   3,   -8,  -42,   3407,  -2273
   0,    0,   39,   3168,   2596
   6,   -4,   62,  -1570,   3783
  -1,   -3,  -10,  -4076,   -405
   8,    0,  -62,   -802,  -4017
   2,   -5,  -11,   3611,  -1934
   4,    3,   64,   2894,   2899
   6,   -5,   31,  -1928,   3614
   0,    1,  -39,  -4018,   -796
   8,   -1,  -56,   -398,  -4077
   0,   -1,   31,   3783,  -1570
   7,    4,   71,   2596,   3168
   3,   -3,   -1,  -2273,   3407
   2,    4,  -59,  -3919,  -1192
   7,   -1,  -17,     -3,  -4096
   0,    4,   53,   3919,  -1192
   8,    3,   50,   2273,   3407
   0,    0,  -41,  -2596,   3168
   4,    6,  -59,  -3783,  -1570
   2,   -1,   14,    398,  -4077
   0,    7,   68,   4017,   -802
   6,    2,   10,   1934,   3611
  -3,    4,  -58,  -2894,   2899
   5,    6,  -39,  -3614,  -1928
  -2,    1,   49,    796,  -4018
   1,    8,   53,   4076,   -405
   1,    0,  -28,   1570,   3783
  -3,    6,  -63,  -3164,   2601
   3,    3,   -3,  -3407,  -2273
  -5,    3,   54,   1192,  -3919
   1,    6,   21,   4096,     -3
  -3,    0,  -55,   1192,   3919
  -3,    7,  -45,  -3404,   2278
   0,    0,   35,  -3168,  -2596
  -6,    4,   58,   1570,  -3783
   1,    3,  -17,   4077,    398
  -7,    0,  -62,    796,   4018
  -2,    5,   -1,  -3614,   1928
  -4,   -2,   58,  -2899,  -2894
  -6,    5,   38,   1928,  -3614
  -1,   -2,  -45,   4017,    802
  -8,    1,  -58,    405,   4076
   0,    0,   22,  -3783,   1570
  -6,   -3,   62,  -2601,  -3164
  -3,    3,   -3,   2278,  -3404
  -3,   -5,  -67,   3921,   1186
  -7,    1,  -26,      3,   4096
   0,   -3,   58,  -3921,   1186
  -7,   -3,   38,  -2278,  -3404
   0,    0,  -37,   2601,  -3164
  -5,   -7,  -54,   3783,   1570
  -3,    1,   13,   -405,   4076
   0,   -7,   63,  -4017,    802
  -5,   -1,   10,  -1928,  -3614
   3,   -4,  -58,   2899,  -2894
  -4,   -5,  -30,   3611,   1934
   2,   -1,   44,   -796,   4018
  -1,   -8,   54,  -4076,    405
  -1,    0,  -26,  -1565,  -3785
   3,   -6,  -67,   3168,  -2596
  -3,   -3,    0,   3407,   2273
   5,   -3,   68,  -1186,   3921
  -1,   -7,   26,  -4096,      3
   3,    0,  -47,  -1192,  -3919
   3,   -8,  -38,   3404,  -2278
   0,    0,   44,   3168,   2596
   7,   -5,   55,  -1570,   3783
  -1,   -3,  -16,  -4076,   -405
   6,    0,  -78,   -802,  -4017
   1,   -5,   -9,   3611,  -1934
   5,    3,   63,   2894,   2899
   5,   -4,   30,  -1928,   3614
   1,    2,  -39,  -4018,   -796
  10,   -1,  -50,   -398,  -4077
   0,   -1,   24,   3785,  -1565
   7,    4,   59,   2596,   3168
   3,   -3,   -2,  -2278,   3404
   2,    4,  -58,  -3921,  -1186
   6,   -1,  -29,     -3,  -4096
   0,    3,   63,   3921,  -1186
   7,    3,   52,   2273,   3407
   0,    0,  -33,  -2596,   3168
   4,    6,  -60,  -3783,  -1570
   3,   -1,   11,    398,  -4077
   0,    8,   62,   4018,   -796
   6,    2,   20,   1934,   3611
  -2,    3,  -60,  -2894,   2899
   5,    6,  -31,  -3611,  -1934
  -1,    1,   49,    802,  -4017
   1,    8,   58,   4077,   -398
   2,    0,  -25,   1570,   3783
  -4,    7,  -55,  -3164,   2601
   3,    3,    1,  -3404,  -2278
  -5,    3,   65,   1192,  -3919
   1,    7,   19,   4096,      3
  -3,    0,  -57,   1186,   3921
  -3,    6,  -35,  -3407,   2273
   0,    0,   46,  -3164,  -2601
  -7,    5,   61,   1565,  -3785
   1,    2,   -7,   4076,    405
  -7,    0,  -69,    802,   4017
  -1,    4,  -16,  -3611,   1934
  -5,   -3,   58,  -2894,  -2899
  -6,    5,   25,   1928,  -3614
   0,   -1,  -55,   4018,    796
  -9,    1,  -49,    405,   4076
   0,    2,   22,  -3785,   1565
  -6,   -3,   58,  -2601,  -3164
  -2,    2,    8,   2273,  -3407
  -3,   -6,  -70,   3919,   1192
  -6,    1,  -22,      3,   4096
   0,   -3,   56,  -3921,   1186
  -7,   -3,   42,  -2278,  -3404
  -1,    1,  -42,   2596,  -3168
  -5,   -7,  -59,   3785,   1565
  -3,    1,   12,   -398,   4077
   0,   -7,   69,  -4017,    802
  -5,   -2,   14,  -1928,  -3614
   3,   -4,  -56,   2894,  -2899
  -5,   -6,  -36,   3614,   1928
   1,   -1,   40,   -796,   4018
  -1,   -9,   52,  -4076,    405
  -2,    0,  -17,  -1570,  -3783
   3,   -6,  -57,   3164,  -2601
  -3,   -3,   -2,   3407,   2273
   4,   -2,   64,  -1192,   3919
  -1,   -6,   29,  -4096,      3
   2,    0,  -56,  -1186,  -3921
   3,   -7,  -50,   3407,  -2273
   0,    0,   35,   3164,   2601
   7,   -4,   62,  -1570,   3783
  -1,   -3,  -22,  -4077,   -398
   7,    0,  -63,   -802,  -4017
   2,   -6,  -12,   3614,  -1928
   4,    2,   60,   2899,   2894
   6,   -5,   38,  -1928,   3614
   1,    3,  -46,  -4018,   -796
   8,   -1,  -59,   -398,  -4077
